-2.,"{-18., 15.423090026543958, 13.79795897113273}"
-1.9,"{-17.4, 14.962748664177756, 13.249027948783477}"
-1.8,"{-16.8, 14.510270088958922, 12.702918123938023}"
-1.7,"{-16.2, 14.065999863292616, 12.159867704753275}"
-1.6,"{-15.600000000000001, 13.630270019071286, 11.620144437225967}"
-1.5,"{-15., 13.203394618739054, 11.342059571206137}"
-1.4,"{-14.399999999999999, 12.78566560648354, 11.164856811681082}"
-1.2999999999999998,"{-13.799999999999999, 12.377349216539594, 10.989119859147458}"
-1.2,"{-13.2, 11.978683216510309, 10.814983921699056}"
-1.1,"{-12.600000000000001, 11.589875254725618, 10.642599807494998}"
-1.,"{-12., 11.21110255092797, 10.472135954999569}"
-0.8999999999999999,"{-11.399999999999999, 10.842513120897662, 10.303780722880644}"
-0.7999999999999998,"{-10.799999999999999, 10.484228662828365, 10.13774496006484}"
-0.7,"{-10.2, 10.136349163394767, 9.974264870735922}"
-0.5999999999999999,"{9.813605178750763, 9.798959212508887, -9.6}"
-0.5,"{9.656062578991222, 9.47213595499956, -9.000000000000004}"
-0.3999999999999999,"{9.501969436915786, 9.155958559656101, -8.799999999999995}"
-0.2999999999999998,"{9.351697658684232, 8.850519052096688, -8.6}"
-0.19999999999999996,"{9.205662598817844, -8.673909470862789, 8.555934333562162}"
-0.09999999999999987,"{9.064326796338001, -8.797857660210557, 8.272359183122168}"
0.,"{-8.92820323027551, 8.928203230275503, -8.000000000000009}"
0.10000000000000009,"{-9.064326796337996, 8.797857660210548, -8.272359183122173}"
0.20000000000000018,"{-9.205662598817835, 8.673909470862785, -8.555934333562172}"
0.30000000000000027,"{-9.351697658684223, -8.850519052096704, 8.600000000000001}"
0.40000000000000036,"{-9.501969436915795, -9.155958559656135, 8.799999999999988}"
0.5,"{-9.65606257899122, -9.472135954999574, 9.000000000000005}"
0.6000000000000001,"{-9.813605178750752, -9.798959212508898, 9.600000000000001}"
0.7000000000000002,"{10.200000000000001, -10.136349163394758, -9.974264870735936}"
0.8000000000000003,"{10.8, -10.48422866282837, -10.137744960064817}"
0.9000000000000004,"{11.400000000000002, -10.84251312089765, -10.303780722880644}"
1.,"{12., -11.211102550927988, -10.472135954999574}"
1.1,"{12.600000000000001, -11.589875254725621, -10.642599807495003}"
1.2000000000000002,"{13.200000000000001, -11.978683216510303, -10.81498392169904}"
1.3000000000000003,"{13.8, -12.377349216539553, -10.98911985914747}"
1.4000000000000004,"{14.400000000000002, -12.785665606483551, -11.164856811681085}"
1.5,"{15., -13.203394618739072, -11.342059571206134}"
1.6,"{15.600000000000001, -13.630270019071315, -11.620144437225946}"
1.7000000000000002,"{16.200000000000003, -14.065999863292639, -12.15986770475328}"
1.8000000000000003,"{16.8, -14.510270088958928, -12.702918123938034}"
1.9000000000000004,"{17.400000000000002, -14.962748664177793, -13.24902794878349}"
2.,"{18., -15.423090026543935, -13.79795897113272}"
